# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
23/06/2017 00:00:00,Base Station,2194005,56.344267,4.272000,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219002624,55.507902,7.874188,Unknown value,,0.0,0.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Base Station,2190064,56.716565,11.519050,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS,,,,
23/06/2017 00:00:00,Class A,220012000,56.721995,11.899190,Unknown value,0.0,2.4,65.3,60,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,311000223,54.973160,13.869067,Under way using engine,0.0,9.7,75.6,82,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,277408000,54.712462,12.812590,Under way using engine,0.0,21.2,76.1,77,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,244890472,55.474003,8.346453,Under way using engine,0.0,10.7,231.0,230,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,265781000,57.573963,11.777525,Unknown value,0.0,0.0,326.1,16,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219016764,57.593805,9.957338,Unknown value,0.0,0.0,303.8,226,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,265785410,56.005577,12.690297,Under way using engine,0.0,2.4,332.0,330,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Base Station,2655115,56.682807,16.564705,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219007034,57.121917,8.600403,Engaged in fishing,0.0,0.0,349.7,329,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,245859000,56.017095,7.187833,Under way using engine,0.0,8.7,350.3,349,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,265572330,57.108963,12.242502,Under way using engine,0.0,0.0,336.5,324,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219001819,55.179235,12.376888,Under way using engine,0.0,0.1,219.0,134,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219904000,56.413850,10.922327,Engaged in fishing,0.0,0.0,339.2,203,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,220329000,57.690417,10.895583,Engaged in fishing,0.0,2.8,188.3,200,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,231015000,55.268900,9.887517,Moored,,0.0,334.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219000775,56.701557,8.220963,Under way using engine,0.0,0.0,352.5,228,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class B,219006824,57.492900,10.505995,Unknown value,,0.0,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219000605,55.460700,8.440500,Unknown value,0.0,0.0,315.0,264,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219000818,55.270318,9.889292,Unknown value,,0.0,339.5,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,245491000,57.586553,11.259298,Under way using engine,0.0,12.3,297.4,298,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class B,211140580,91.000000,181.000000,Unknown value,,,,,Unknown,DF2120,,Sailing,,4,11,Undefined,,,,AIS,7,4,3,1
23/06/2017 00:00:00,Class A,220600000,56.349133,4.279885,Under way using engine,,0.3,135.5,177,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219014374,54.751233,10.670567,Unknown value,0.0,0.0,206.1,23,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,636017726,57.021525,11.726300,Under way using engine,0.0,16.3,342.9,339,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219018486,57.121050,8.601283,Under way using engine,,0.0,131.1,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,220574000,57.965972,8.569485,Under way using engine,0.0,37.8,293.2,299,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219014974,56.033883,12.615652,Under way using engine,0.0,0.0,315.0,226,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,220628000,57.592835,9.974162,Under way using engine,0.0,0.0,155.1,311,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class B,219002661,56.723355,11.932720,Unknown value,,2.0,227.6,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,636015204,56.012022,7.394615,Under way using engine,0.0,15.2,202.2,201,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219011196,54.952203,12.465468,Unknown value,0.0,0.0,335.3,165,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,265650950,57.599583,11.793820,Under way using engine,0.0,0.0,339.7,90,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,305166000,55.332185,11.140563,Under way using engine,0.0,0.0,340.7,344,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,275449000,54.572743,11.253312,Under way using engine,0.0,10.3,296.0,294,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Base Station,2190066,56.530063,8.166945,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS,,,,
23/06/2017 00:00:00,Class A,211202400,56.120372,10.984165,Under way using engine,3.6,9.6,1.9,0,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,304944000,55.407957,12.635275,Under way using engine,-2.9,14.0,191.0,189,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,265739650,57.704303,11.939685,Unknown value,0.0,0.0,318.6,249,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,265650970,57.661500,11.841768,Under way using engine,0.0,0.0,347.9,157,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Base Station,2579999,55.447827,8.592080,Unknown value,,,,,Unknown,,,Undefined,,,,Internal,,,,AIS,,,,
23/06/2017 00:00:00,Class A,256312000,54.578598,10.969697,Under way using engine,0.0,13.2,83.0,84,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219001872,57.351562,11.315123,Engaged in fishing,0.0,2.5,186.5,181,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,211212450,54.641850,13.539583,Under way using engine,0.0,9.1,142.8,141,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class B,211631670,54.974395,11.332245,Unknown value,,7.8,155.2,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,210474000,56.584033,12.249683,Under way using engine,0.0,11.0,345.1,345,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,240235000,56.459333,11.214267,Under way using engine,0.0,10.2,231.0,228,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,566414000,56.051448,4.457132,Under way using engine,0.0,12.0,6.1,5,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219004903,57.720135,10.594772,Under way using engine,,0.0,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,220204000,56.447098,11.905545,Unknown value,0.0,2.7,143.3,150,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,314018000,57.020497,11.759593,Under way using engine,0.0,12.1,338.6,335,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,265511420,57.660088,11.766225,Under way using engine,12.9,25.4,249.9,251,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,261000310,57.147817,8.516550,Restricted maneuverability,0.0,5.4,236.1,235,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,AtoN,992111930,55.019900,7.799488,Unknown value,,,,,Unknown,,BU PLATFORM,Undefined,,42,63,GPS,,,,AIS,7,56,36,6
23/06/2017 00:00:00,Class A,211543850,54.431545,12.690660,Under way using engine,,0.0,316.2,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219622000,56.033008,12.616423,Under way using engine,0.0,0.1,261.0,78,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,636091854,54.364348,10.170620,Under way using engine,-10.0,11.2,42.8,36,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,220181000,55.519870,8.132312,Engaged in fishing,0.0,3.2,120.5,121,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class B,258084230,91.000000,181.000000,Unknown value,,,,,Unknown,,BROSMA,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219018272,57.210543,11.647158,Under way using engine,0.0,10.5,356.5,359,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Base Station,2190071,57.110037,8.648280,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS,,,,
23/06/2017 00:00:00,Class A,229246000,55.000550,13.724992,Under way using engine,0.0,10.3,249.0,248,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,211235220,91.000000,181.000000,Unknown value,,,,,Unknown,DBBR,THEO FISCHER,SAR,,6,23,GPS,1.7,SAR ON DUTY,01/01/2018 01:00:00,AIS,11,12,3,3
23/06/2017 00:00:00,Class B,219002585,56.457168,11.888335,Unknown value,,2.4,139.1,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219005995,57.146000,8.308675,Engaged in fishing,,5.0,266.0,262,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,218439000,54.655312,11.348852,Under way using engine,0.0,0.0,143.3,44,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219000771,55.471787,8.424140,Under way using engine,0.0,0.0,3.9,177,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219005513,57.122070,8.600915,Engaged in fishing,0.0,0.0,304.3,148,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219003103,57.388875,11.322182,Unknown value,,2.4,184.4,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,255805606,57.660000,9.964500,Under way using engine,0.0,15.8,58.0,58,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219019887,55.864733,10.549000,Under way using engine,0.0,0.0,188.0,188,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,211410690,57.715525,10.584878,Under way using engine,0.0,0.0,31.7,53,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,AtoN,992111923,54.949617,13.083867,Unknown value,,,,,Unknown,,BALTIC2 WINDFARM SW,Undefined,,12,8,Surveyed,,,,AIS,4,4,4,8
23/06/2017 00:00:00,Base Station,2190068,56.447252,10.945873,Unknown value,,,,,Unknown,,,Undefined,,,,GPS,,,,AIS,,,,
23/06/2017 00:00:00,Class A,220514000,57.688367,10.601250,Under way using engine,,3.4,180.5,151,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219005999,55.821272,10.052808,Under way using engine,0.0,0.0,0.0,54,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219002175,57.718348,10.592613,Under way using engine,0.0,0.0,296.1,65,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219002732,56.409158,10.924835,Under way using engine,0.0,0.0,29.9,168,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,538005402,54.988627,13.738040,Under way using engine,0.0,13.0,250.4,249,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,341561000,55.421483,15.296267,Under way using engine,0.0,9.5,84.0,86,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219650000,57.593360,9.963825,Engaged in fishing,0.0,0.0,191.4,312,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,265504700,57.886822,11.593842,Unknown value,0.0,0.0,32.5,149,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,265701610,55.859003,12.850505,Unknown value,,0.0,336.5,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219423000,54.153967,12.100867,Under way using engine,0.0,0.0,139.4,354,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class B,219003369,57.615858,9.954167,Unknown value,,6.1,58.6,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219019012,56.701295,8.220535,Under way using engine,,0.1,73.4,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class B,219021257,91.000000,181.000000,Unknown value,,,,,Unknown,XPE7560,,Pleasure,,3,9,Undefined,,,,AIS,5,4,1,2
23/06/2017 00:00:00,Class A,220024000,56.005615,8.122647,Engaged in fishing,0.0,0.0,325.8,245,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219014161,55.423468,8.342437,Engaged in fishing,,3.4,337.3,306,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219009599,57.593650,9.956933,Engaged in fishing,0.0,0.0,346.2,226,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,244693000,56.880942,7.865642,Under way using engine,0.0,13.6,215.5,213,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,220338000,57.507508,10.983167,Engaged in fishing,0.0,2.5,229.9,225,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,331626000,56.005378,8.122007,Unknown value,0.0,0.0,9.0,245,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Base Station,2655140,56.053328,12.708212,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219000429,54.514167,11.237633,Under way using engine,0.0,13.5,203.1,202,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,257025000,55.420352,8.112817,Under way using engine,0.0,14.0,270.5,268,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,636013683,57.143023,11.652817,Constrained by her draught,-0.4,12.2,340.0,342,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,563052000,57.687973,11.878280,Under way using engine,0.0,0.6,1.4,182,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,236150000,55.394877,14.693080,Under way using engine,0.0,8.1,60.0,61,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219006092,56.380858,11.947200,Under way using engine,0.0,2.4,138.3,139,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,229883000,57.519828,8.784278,Under way using engine,0.0,13.0,237.0,237,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219005477,56.152850,10.216217,Reserved for future use [11],,0.1,232.8,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219001789,55.478048,8.416802,Under way using engine,,0.0,26.0,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,211211470,54.591212,10.861938,Under way using engine,0.0,12.2,265.8,268,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,244790677,56.203340,7.434523,Engaged in fishing,0.0,3.1,283.8,264,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,231108273,55.247845,14.836375,Unknown value,,0.0,313.1,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,249263000,57.222622,11.580068,Under way using engine,0.0,12.7,337.8,341,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Base Station,2573115,59.233333,9.700000,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
23/06/2017 00:00:00,Class B,244110972,56.987215,9.633642,Unknown value,,0.1,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219002724,55.677333,11.083517,Under way using engine,,0.0,289.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,249255000,54.180827,9.476162,Under way using engine,1.1,4.8,250.3,250,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219002774,57.594270,9.959112,Unknown value,0.0,0.0,243.6,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,211517420,54.386865,10.186333,Not under command,,0.0,335.2,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,229044000,54.859473,14.047102,Unknown value,0.0,0.1,238.6,337,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,AtoN,992111924,55.005333,13.151633,Unknown value,,,,,Unknown,,BALTIC2 WINDFARM NW,Undefined,,12,8,Surveyed,,,,AIS,4,4,4,8
23/06/2017 00:00:00,Class A,219959000,56.004660,8.121935,Under way using engine,0.0,0.0,342.5,67,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,265513320,56.659980,12.853147,Under way using engine,0.0,0.0,196.5,204,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219203000,55.726803,4.797408,Under way using engine,0.0,0.4,213.4,317,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:00,Class A,219005286,55.090417,8.452683,Under way sailing,0.0,3.0,117.1,122,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,220333000,57.717533,10.587215,Engaged in fishing,0.0,0.0,125.0,129,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219157000,55.434352,10.946168,Under way using engine,-2.9,11.4,146.9,146,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Base Station,2655185,56.226918,14.775307,Unknown value,,,,,Unknown,,,Undefined,,,,Internal,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219022242,57.121617,8.597183,Engaged in fishing,0.0,0.0,,330,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,212854000,57.909842,8.990137,Restricted maneuverability,0.0,6.2,270.3,273,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,249934000,57.804265,10.149473,Under way using engine,3.6,7.6,94.2,93,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,AtoN,992111931,54.966755,7.784453,Unknown value,,,,,Unknown,,BU1 WINDFARM,Undefined,,11,8,Surveyed,,,,AIS,4,4,4,7
23/06/2017 00:00:01,Class A,219168000,57.279758,8.939337,Engaged in fishing,0.0,12.1,57.3,54,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,265785300,56.268037,12.839617,Not under command,,0.1,166.9,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219005882,56.794587,8.866498,Restricted maneuverability,,0.0,328.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,244462000,55.674812,11.099102,Moored,0.0,0.0,74.8,270,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219005866,57.551857,11.358435,Unknown value,0.0,2.7,72.8,75,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,266160000,57.059253,12.272837,Engaged in fishing,0.0,0.0,286.0,197,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219001431,54.999232,9.671112,Under way using engine,0.0,0.0,343.0,229,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,257888000,57.717263,10.585617,Unknown value,0.0,0.0,303.5,306,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class B,220383000,55.452633,8.274172,Unknown value,,3.6,48.5,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219002586,57.591882,9.953683,Engaged in fishing,0.0,0.0,225.9,218,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219000187,56.953888,8.694253,Moored,0.0,0.0,323.3,179,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219000431,54.636000,11.326367,Under way using engine,0.0,14.5,18.0,22,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219001111,57.718900,10.591942,Under way using engine,0.0,0.0,9.1,59,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,AtoN,992111840,54.612893,12.629958,Unknown value,,,,,Unknown,,WIND FARM BALTIC1NW,Undefined,,60,60,GPS,,,,AIS,30,30,30,30
23/06/2017 00:00:01,Class B,265526140,56.533413,10.710878,Unknown value,,0.0,239.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,258381000,57.592320,9.975332,Under way using engine,0.0,0.0,329.2,131,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Base Station,2573125,58.433333,8.766667,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219009907,57.593473,9.960790,Engaged in fishing,,0.1,172.1,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,253383000,55.611810,15.371942,Under way using engine,0.0,9.8,58.2,62,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219010637,55.559878,9.753560,Under way using engine,,0.0,289.1,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class B,244615102,55.679447,12.591772,Unknown value,,0.3,71.5,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219954000,55.277055,11.059487,Under way using engine,-1.1,16.4,155.1,154,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,232007139,57.717530,10.589932,Under way sailing,0.0,0.0,121.4,53,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class B,269090000,91.000000,181.000000,Unknown value,,,,,Unknown,,PRIMO LOCO,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,219006157,57.495983,10.501323,Engaged in fishing,0.0,0.0,342.6,139,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Base Station,2655125,56.174227,15.601643,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
23/06/2017 00:00:01,Class B,211458300,54.897108,9.618665,Unknown value,,0.0,160.3,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Base Station,2190047,55.697250,12.613717,Unknown value,,,,,Unknown,,,Undefined,,,,Surveyed,,,,AIS,,,,
23/06/2017 00:00:01,Class A,220228000,55.409248,8.314445,Engaged in fishing,0.0,3.5,317.3,311,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
23/06/2017 00:00:01,Class A,265708710,57.686967,11.895803,Under way using engine,,0.0,,,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
